     FECHATMAX TMIN  NOMBRE                    
   1052025 19.2   8.9OLAVARRIA AERO            
   1052025   22  18.9ORAN AERO                 
   1052025 24.9  12.6PARANA AERO               
   1052025 16.8   1.7PASO DE INDIOS            
   1052025 26.2  11.2PASO DE LOS LIBRES AERO   
   1052025   22  14.8PEHUAJO AERO              
   1052025 13.9     2PERITO MORENO AERO        
   1052025   20  11.1PIGUE AERO                
   1052025 24.8  12.1PILAR OBSERVATORIO        
   1052025   29    13POSADAS AERO              
   1052025 15.8     8PUERTO DESEADO AERO       
   1052025 21.6  10.2PUERTO MADRYN AERO        
   1052025 21.5    12PUNTA INDIO B.A.          
   1052025 26.2  10.1RAFAELA AERO              
   1052025 28.4  12.2RECONQUISTA AERO          
   1052025 31.3  12.1RESISTENCIA AERO          
   1052025   22   9.8RIO CUARTO AERO           
   1052025  9.8   0.2RIO GALLEGOS AERO         
   1052025  8.8   2.8RIO GRANDE B.A.           
   1052025   25  16.8RIVADAVIA                 
   1052025   23  11.7ROSARIO AERO              
   1052025 23.5  13.4SALTA AERO                
   1052025 23.8     8SAN ANTONIO OESTE AERO    
   1052025 21.3    11SAN FERNANDO AERO         
   1052025 27.5   8.6SAN JUAN AERO             
   1052025 13.5   5.4SAN JULIAN AERO           
   1052025 27.2  12.4SAN LUIS AERO             
   1052025 27.1   9.6SAN MARTIN (MZA)          
   1052025 23.3  10.1SAN RAFAEL AERO           
   1052025 10.9   3.2SANTA CRUZ AERO           
   1052025 23.2  10.7SANTA ROSA AERO           
   1052025 23.5  11.4SANTA ROSA DE CONLARA AE  
   1052025 27.8    18SANTIAGO DEL ESTERO AERO  
   1052025   26  13.8SAUCE VIEJO AERO          
   1052025 27.3  12.1SUNCHALES AERO            
   1052025   21   5.9TANDIL AERO               
   1052025 23.5  19.5TARTAGAL AERO             
   1052025 27.8  15.8TERMAS DE RIO HONDO AERO  
   1052025   29     8TINOGASTA                 
   1052025 21.2  10.6TRELEW AERO               
   1052025 23.5  12.9TRENQUE LAUQUEN           
   1052025 22.6  11.6TRES ARROYOS              
   1052025   26  15.2TUCUMAN AERO              
   1052025  9.9   4.7USHUAIA AERO              
   1052025 23.5  -1.8USPALLATA                 
   1052025   23  13.5VENADO TUERTO AERO        
   1052025   26  10.4VICTORICA                 
   1052025 20.1  11.5VIEDMA AERO               
   1052025   28  10.1VILLA DE MARIA DEL RIO S  
   1052025   26  15.2VILLA DOLORES AERO        
   1052025 23.2     7VILLA GESELL AERO         
   1052025   29  12.8VILLA REYNOLDS AERO       
  30042025 21.2  13.3AEROPARQUE AERO           
  30042025 23.5   5.3AZUL AERO                 
  30042025 26.6  12.9BAHIA BLANCA AERO         
  30042025 14.5  -1.6BARILOCHE AERO            
  30042025 -7.5 ###  BASE BELGRANO II          
  30042025  2.7   0.4BASE CARLINI (EX JUBANY)  
  30042025    4  -0.2BASE ESPERANZA            
  30042025  1.7  -1.9BASE MARAMBIO             
  30042025  0.8  -2.1BASE ORCADAS              
  30042025  2.3  -2.4BASE SAN MARTIN           
  30042025 23.6   8.3BENITO JUAREZ             
  30042025   23  10.2BERNARDO DE IRIGOYEN AER  
  30042025 24.4   9.2BOLIVAR AERO              
  30042025 24.6  13.3BUENOS AIRES OBSERVATORI  
  30042025   25     8CAMPO DE MAYO AERO        
  30042025 28.4    13CATAMARCA AERO            
  30042025   28    10CERES AERO                
  30042025NA     11.9CHAMICAL AERO             
  30042025   15  -2.5CHAPELCO AERO             
  30042025   25  13.2CHEPES                    
  30042025 24.6   9.6CHILECITO AERO            
  30042025 17.2   6.6COMODORO RIVADAVIA AERO   
  30042025   24     7CONCORDIA AERO            
  30042025 25.9   9.1CORDOBA AERO              
  30042025 26.5  13.6CORDOBA OBSERVATORIO      
  30042025   24   5.1CORONEL SUAREZ AERO       
  30042025 26.3   8.7CORRIENTES AERO           
  30042025 24.2     7DOLORES AERO              
  30042025 13.9  -0.5EL BOLSON AERO            
  30042025 10.9  -0.1EL CALAFATE AERO          
  30042025   25     6EL PALOMAR AERO           
  30042025NA      8.5ESCUELA DE AVIACION MILI  
  30042025 17.4  -1.5ESQUEL AERO               
  30042025 24.6   9.8EZEIZA AERO               
  30042025 27.2   9.1FORMOSA AERO              
  30042025 26.9  11.4GENERAL PICO AERO         
  30042025   15     4GOBERNADOR GREGORES AERO  
  30042025   25   9.7GUALEGUAYCHU AERO         
  30042025 25.6   8.8IGUAZU AERO               
  30042025   26     8ITUZAINGO                 
  30042025 24.5   2.6JACHAL                    
  30042025 19.5  11.5JUJUY AERO                
  30042025 18.3  11.1JUJUY U N                 
  30042025 25.5   8.3JUNIN AERO                
  30042025 23.5   7.6LA PLATA AERO             
  30042025   22   0.8LA QUIACA OBSERVATORIO    
  30042025 26.5  13.5LA RIOJA AERO             
  30042025   26   8.9LABOULAYE AERO            
  30042025   25   9.5LAS FLORES                
  30042025 27.4    12LAS LOMITAS               
  30042025 20.4   3.6MALARGUE AERO             
  30042025 17.8  -5.6MAQUINCHAO                
  30042025   24     9MAR DEL PLATA AERO        
  30042025   26   8.5MARCOS JUAREZ AERO        
  30042025NA      9.5MARIANO MORENO AERO       
  30042025 24.8  10.6MENDOZA AERO              
  30042025NA     10.3MENDOZA OBSERVATORIO      
  30042025   26  11.4MERCEDES AERO (CTES)      
  30042025NA     10.1MERLO AERO                
  30042025 24.4    10METAN                     
  30042025 24.2   8.9MONTE CASEROS AERO        
  30042025 24.5    11MORON AERO                
  30042025 20.2   3.2NEUQUEN AERO              
  30042025 26.3  10.9NUEVE DE JULIO            
  30042025   25  10.5OBERA                     
  30042025 23.6   7.3OLAVARRIA AERO            
  30042025 24.8  17.6ORAN AERO                 
  30042025 24.5  11.9PARANA AERO               
  30042025   16  -0.7PASO DE INDIOS            
  30042025   24   8.2PASO DE LOS LIBRES AERO   
  30042025 24.9  11.3PEHUAJO AERO              
  30042025 15.9   2.5PERITO MORENO AERO        
  30042025 22.7   8.4PIGUE AERO                
  30042025 25.5   9.5PILAR OBSERVATORIO        
  30042025   26  11.8POSADAS AERO              
        NANA     NA  NA                        
  30042025 17.6   5.4PUERTO DESEADO AERO       
  30042025 17.5   1.6PUERTO MADRYN AERO        
  30042025   23     8PUNTA INDIO B.A.          
  30042025   26  10.2RAFAELA AERO              
  30042025   26  10.7RECONQUISTA AERO          
  30042025 27.7   6.4RESISTENCIA AERO          
  30042025 26.5    12RIO CUARTO AERO           
  30042025 15.8     5RIO GALLEGOS AERO         
  30042025   11  -0.5RIO GRANDE B.A.           
  30042025 28.5  12.8RIVADAVIA                 
  30042025 25.4  10.6ROSARIO AERO              
  30042025   20  11.2SALTA AERO                
  30042025 16.6   1.2SAN ANTONIO OESTE AERO    
  30042025 24.1   9.4SAN FERNANDO AERO         
  30042025   26     9SAN JUAN AERO             
  30042025 16.6   3.5SAN JULIAN AERO           
  30042025 24.6  11.1SAN LUIS AERO             
  30042025 25.7   9.8SAN MARTIN (MZA)          
  30042025 23.5   8.3SAN RAFAEL AERO           
  30042025 15.3   0.7SANTA CRUZ AERO           
  30042025 25.5   8.8SANTA ROSA AERO           
  30042025 25.1   4.7SANTA ROSA DE CONLARA AE  
  30042025 28.5  11.2SANTIAGO DEL ESTERO AERO  
  30042025   26  11.2SAUCE VIEJO AERO          
  30042025 26.3    10SUNCHALES AERO            
  30042025 23.1   4.9TANDIL AERO               
  30042025 25.5  15.5TARTAGAL AERO             
  30042025 27.3  12.8TERMAS DE RIO HONDO AERO  
  30042025 28.5     9TINOGASTA                 
  30042025 20.8   2.4TRELEW AERO               
  30042025 26.5  10.4TRENQUE LAUQUEN           
  30042025 25.4  11.3TRES ARROYOS              
  30042025 24.4  14.7TUCUMAN AERO              
  30042025 12.4   5.2USHUAIA AERO              
  30042025 22.4     5USPALLATA                 
  30042025   26   7.8VENADO TUERTO AERO        
  30042025 26.7     7VICTORICA                 
  30042025 21.8   4.9VIEDMA AERO               
  30042025 25.4   7.4VILLA DE MARIA DEL RIO S  
  30042025 27.1    14VILLA DOLORES AERO        
  30042025 24.3   5.8VILLA GESELL AERO         
  30042025 28.2   7.1VILLA REYNOLDS AERO       
  29042025 20.2  11.8AEROPARQUE AERO           
  29042025 21.4   3.4AZUL AERO                 
  29042025 24.9     5BAHIA BLANCA AERO         
  29042025 16.1  -1.5BARILOCHE AERO            
  29042025   -7  -9.1BASE BELGRANO II          
  29042025    4     2BASE CARLINI (EX JUBANY)  
  29042025  3.1  -0.4BASE ESPERANZA            
  29042025  1.2  -2.1BASE MARAMBIO             
  29042025  3.3  -0.7BASE ORCADAS              
  29042025  4.8   1.3BASE SAN MARTIN           
  29042025 20.8     3BENITO JUAREZ             
  29042025   20   8.4BERNARDO DE IRIGOYEN AER  
  29042025   24   7.1BOLIVAR AERO              
  29042025   23   9.6BUENOS AIRES OBSERVATORI  
  29042025 23.8     5CAMPO DE MAYO AERO        
  29042025 29.7    10CATAMARCA AERO            
  29042025 27.2  10.4CERES AERO                
  29042025NA       11CHAMICAL AERO             
  29042025 17.5    -1CHAPELCO AERO             
  29042025 25.8  14.9CHEPES                    
  29042025 27.9   8.4CHILECITO AERO            
  29042025 19.5   6.4COMODORO RIVADAVIA AERO   
  29042025 23.7   4.5CONCORDIA AERO            
  29042025 27.2   6.5CORDOBA AERO              
  29042025 28.3  11.2CORDOBA OBSERVATORIO      
  29042025   24   2.1CORONEL SUAREZ AERO       
  29042025 25.3   8.8CORRIENTES AERO           
  29042025 21.2   2.1DOLORES AERO              
  29042025 15.5   1.1EL BOLSON AERO            
  29042025 14.7   0.4EL CALAFATE AERO          
  29042025 23.5   3.5EL PALOMAR AERO           
  29042025NA      9.6ESCUELA DE AVIACION MILI  
  29042025 13.7   0.1ESQUEL AERO               
  29042025 23.2     6EZEIZA AERO               
  29042025 24.8   8.7FORMOSA AERO              
  29042025 26.5    11GENERAL PICO AERO         
  29042025   15   7.5GOBERNADOR GREGORES AERO  
  29042025 23.8   6.4GUALEGUAYCHU AERO         
  29042025   23   8.9IGUAZU AERO               
  29042025 25.6     8ITUZAINGO                 
  29042025   26   1.5JACHAL                    
  29042025 19.2  12.2JUJUY AERO                
  29042025 18.4  13.1JUJUY U N                 
  29042025 26.1   6.7JUNIN AERO                
  29042025 21.8   5.6LA PLATA AERO             
  29042025   20   3.4LA QUIACA OBSERVATORIO    
  29042025 27.2   9.8LA RIOJA AERO             
  29042025 27.1   7.4LABOULAYE AERO            
  29042025   23     5LAS FLORES                
  29042025 25.9  11.3LAS LOMITAS               
  29042025 24.2   3.2MALARGUE AERO             
  29042025 17.2  -4.5MAQUINCHAO                
  29042025 18.5   3.3MAR DEL PLATA AERO        
  29042025 27.5   7.4MARCOS JUAREZ AERO        
  29042025NA        6MARIANO MORENO AERO       
  29042025 25.2   8.9MENDOZA AERO              
  29042025NA        9MENDOZA OBSERVATORIO      
  29042025 24.8   9.8MERCEDES AERO (CTES)      
  29042025NA        7MERLO AERO                
  29042025 23.2    11METAN                     
  29042025 23.6     8MONTE CASEROS AERO        
  29042025 23.5   7.2MORON AERO                
  29042025 20.4   2.2NEUQUEN AERO              
  29042025 25.7   7.9NUEVE DE JULIO            
  29042025   25   9.5OBERA                     
  29042025 21.8   5.3OLAVARRIA AERO            
  29042025 24.7  18.3ORAN AERO                 
  29042025 25.5   9.4PARANA AERO               
  29042025   17   5.6PASO DE INDIOS            
  29042025 23.5   8.5PASO DE LOS LIBRES AERO   
  29042025 25.5   9.2PEHUAJO AERO              
  29042025 15.9   7.2PERITO MORENO AERO        
  29042025   23   6.8PIGUE AERO                
  29042025 27.4   8.4PILAR OBSERVATORIO        
  29042025   25  10.6POSADAS AERO              
  29042025 17.8   4.8PUERTO DESEADO AERO       
  29042025   21   2.5PUERTO MADRYN AERO        
  29042025 20.2     6PUNTA INDIO B.A.          
  29042025   26   9.5RAFAELA AERO              
  29042025 25.5  10.3RECONQUISTA AERO          
  29042025 26.5   5.9RESISTENCIA AERO          
  29042025 26.5  10.9RIO CUARTO AERO           
  29042025 12.3  -0.2RIO GALLEGOS AERO         
  29042025   11   1.4RIO GRANDE B.A.           
  29042025   26    13RIVADAVIA                 
  29042025 25.6   9.2ROSARIO AERO              
  29042025 18.6  13.5SALTA AERO                
  29042025 22.6     1SAN ANTONIO OESTE AERO    
  29042025 23.4   6.7SAN FERNANDO AERO         
  29042025 26.5   6.8SAN JUAN AERO             
  29042025   16   4.7SAN JULIAN AERO           
  29042025 25.1   9.4SAN LUIS AERO             
  29042025 26.1   8.2SAN MARTIN (MZA)          
  29042025 25.7   7.4SAN RAFAEL AERO           
  29042025   14   4.1SANTA CRUZ AERO           
  29042025 26.5   9.3SANTA ROSA AERO           
  29042025   25   3.3SANTA ROSA DE CONLARA AE  
  29042025   28   9.5SANTIAGO DEL ESTERO AERO  
  29042025   27   9.6SAUCE VIEJO AERO          
  29042025   27   9.1SUNCHALES AERO            
  29042025 20.5   2.4TANDIL AERO               
  29042025 24.5  15.6TARTAGAL AERO             
  29042025 26.8  12.4TERMAS DE RIO HONDO AERO  
  29042025 28.5     7TINOGASTA                 
  29042025 20.4   2.6TRELEW AERO               
  29042025 26.8   8.8TRENQUE LAUQUEN           
  29042025   23   4.6TRES ARROYOS              
  29042025 27.2  12.7TUCUMAN AERO              
  29042025  9.9   6.4USHUAIA AERO              
  29042025   22     3USPALLATA                 
  29042025 26.7     7VENADO TUERTO AERO        
  29042025   27   3.6VICTORICA                 
  29042025 22.9   4.1VIEDMA AERO               
  29042025 26.5   6.5VILLA DE MARIA DEL RIO S  
  29042025   27  10.4VILLA DOLORES AERO        
  29042025 19.6   3.6VILLA GESELL AERO         
  29042025 28.3   3.6VILLA REYNOLDS AERO       
  28042025 21.5  12.3AEROPARQUE AERO           
  28042025 20.5   3.8AZUL AERO                 
  28042025 21.8   5.3BAHIA BLANCA AERO         
  28042025 14.2    -1BARILOCHE AERO            
  28042025 -6.5  -9.1BASE BELGRANO II          
  28042025  4.1     1BASE CARLINI (EX JUBANY)  
  28042025  4.5  -0.7BASE ESPERANZA            
  28042025  0.8  -4.4BASE MARAMBIO             
  28042025  1.8    -1BASE ORCADAS              
  28042025  4.4  -1.2BASE SAN MARTIN           
  28042025 20.3   3.5BENITO JUAREZ             
  28042025   20  12.4BERNARDO DE IRIGOYEN AER  
  28042025 22.1     5BOLIVAR AERO              
  28042025   23    10BUENOS AIRES OBSERVATORI  
  28042025 20.7   6.9CAMPO DE MAYO AERO        
  28042025 28.7   9.9CATAMARCA AERO            
  28042025 26.4     8CERES AERO                
  28042025NA      7.3CHAMICAL AERO             
  28042025   18   2.5CHAPELCO AERO             
  28042025   26  10.1CHEPES                    
  28042025 26.5   8.5CHILECITO AERO            
  28042025 19.9   9.8COMODORO RIVADAVIA AERO   
  28042025   23   4.8CONCORDIA AERO            
  28042025 27.4   5.9CORDOBA AERO              
  28042025 27.8    10CORDOBA OBSERVATORIO      
  28042025   21   4.1CORONEL SUAREZ AERO       
  28042025 24.8    10CORRIENTES AERO           
  28042025 21.4     6DOLORES AERO              
  28042025 14.9   2.1EL BOLSON AERO            
  28042025 16.4   1.9EL CALAFATE AERO          
  28042025 21.2   4.2EL PALOMAR AERO           
  28042025NA      7.8ESCUELA DE AVIACION MILI  
  28042025 14.2  -0.9ESQUEL AERO               
  28042025 20.9   5.5EZEIZA AERO               
  28042025 24.6  11.2FORMOSA AERO              
  28042025 24.6   4.5GENERAL PICO AERO         
  28042025 16.5   2.5GOBERNADOR GREGORES AERO  
  28042025 21.5   6.3GUALEGUAYCHU AERO         
  28042025 23.7  14.8IGUAZU AERO               
  28042025   25    10ITUZAINGO                 
  28042025 25.2   0.2JACHAL                    
  28042025 21.2  13.4JUJUY AERO                
  28042025 18.9  13.2JUJUY U N                 
  28042025 22.7   4.2JUNIN AERO                
  28042025 21.5   6.5LA PLATA AERO             
  28042025 19.6   6.7LA QUIACA OBSERVATORIO    
  28042025   27   8.5LA RIOJA AERO             
  28042025 25.9     4LABOULAYE AERO            
  28042025   21     6LAS FLORES                
  28042025 24.5  12.2LAS LOMITAS               
  28042025 22.2   1.4MALARGUE AERO             
  28042025 16.5  -1.3MAQUINCHAO                
  28042025 19.8     9MAR DEL PLATA AERO        
  28042025   26   6.5MARCOS JUAREZ AERO        
  28042025NA      7.5MARIANO MORENO AERO       
  28042025 25.4     8MENDOZA AERO              
  28042025NA      9.2MENDOZA OBSERVATORIO      
  28042025   24   7.2MERCEDES AERO (CTES)      
  28042025NA      7.6MERLO AERO                
  28042025   22    12METAN                     
  28042025 22.6   8.5MONTE CASEROS AERO        
  28042025 20.8   7.9MORON AERO                
  28042025 22.5   3.9NEUQUEN AERO              
  28042025   23   7.4NUEVE DE JULIO            
  28042025   22  11.8OBERA                     
  28042025 20.4   4.7OLAVARRIA AERO            
  28042025   22  16.1ORAN AERO                 
  28042025 24.7    11PARANA AERO               
  28042025   17   6.2PASO DE INDIOS            
  28042025   23   8.2PASO DE LOS LIBRES AERO   
