index,FECHA,TMAX,TMIN,NOMBRE
1,2025-05-16 00:00:00,22,19,AEROPARQUE AERO
2,2025-05-16 00:00:00,20.5,17.2,AZUL AERO
3,2025-05-16 00:00:00,22.1,7.4,BAHIA BLANCA AERO
4,2025-05-16 00:00:00,13.4,5.1,BARILOCHE AERO
5,2025-05-16 00:00:00,-13.4,-19.1,BASE BELGRANO II
6,2025-05-16 00:00:00,-5,-6.9,BASE CARLINI (EX JUBANY)
7,2025-05-16 00:00:00,-11,-12.8,BASE ESPERANZA
8,2025-05-16 00:00:00,-16.3,-18.3,BASE MARAMBIO
9,2025-05-16 00:00:00,-0.4,-6.5,BASE ORCADAS
10,2025-05-16 00:00:00,-2.4,-7.8,BASE SAN MARTIN
11,2025-05-16 00:00:00,21.4,15.2,BENITO JUAREZ
12,2025-05-16 00:00:00,23.5,15.6,BERNARDO DE IRIGOYEN AERO
13,2025-05-16 00:00:00,22.5,18.4,BOLIVAR AERO
14,2025-05-16 00:00:00,23.2,19,BUENOS AIRES OBSERVATORIO
15,2025-05-16 00:00:00,20,16.8,CAMPO DE MAYO AERO
16,2025-05-16 00:00:00,28.5,17.9,CATAMARCA AERO
17,2025-05-16 00:00:00,33.3,21.2,CERES AERO
18,2025-05-16 00:00:00,18.3,NaN,AERO
19,2025-05-16 00:00:00,15,5,CHAPELCO AERO
20,2025-05-16 00:00:00,26.5,18.1,CHEPES
21,2025-05-16 00:00:00,24,14.3,CHILECITO AERO
22,2025-05-16 00:00:00,12.2,4.2,COMODORO RIVADAVIA AERO
23,2025-05-16 00:00:00,26.5,18.2,CONCORDIA AERO
24,2025-05-16 00:00:00,27.4,18.5,CORDOBA AERO
25,2025-05-16 00:00:00,26.8,20.9,CORDOBA OBSERVATORIO
26,2025-05-16 00:00:00,18.7,10.5,CORONEL SUAREZ AERO
27,2025-05-16 00:00:00,28.9,19.1,CORRIENTES AERO
28,2025-05-16 00:00:00,20.8,17.4,DOLORES AERO
29,2025-05-16 00:00:00,14.4,8.6,EL BOLSON AERO
30,2025-05-16 00:00:00,7.4,-2.6,EL CALAFATE AERO
31,2025-05-16 00:00:00,23.6,18,EL PALOMAR AERO
32,2025-05-16 00:00:00,18.5,NaN,DE AVIACION MILITAR AERO
33,2025-05-16 00:00:00,13.7,4.5,ESQUEL AERO
34,2025-05-16 00:00:00,22.6,18.4,EZEIZA AERO
35,2025-05-16 00:00:00,30.6,17.3,FORMOSA AERO
36,2025-05-16 00:00:00,21,15.3,GENERAL PICO AERO
37,2025-05-16 00:00:00,9,0,GOBERNADOR GREGORES AERO
38,2025-05-16 00:00:00,28.5,18.8,GUALEGUAYCHU AERO
39,2025-05-16 00:00:00,27.2,13.9,IGUAZU AERO
40,2025-05-16 00:00:00,27.8,17,ITUZAINGO
41,2025-05-16 00:00:00,23,4.5,JACHAL
42,2025-05-16 00:00:00,24.5,17.6,JUJUY AERO
43,2025-05-16 00:00:00,24.1,15,JUJUY U N
44,2025-05-16 00:00:00,21.7,18.6,JUNIN AERO
45,2025-05-16 00:00:00,22.3,17.5,LA PLATA AERO
46,2025-05-16 00:00:00,22.8,-0.5,LA QUIACA OBSERVATORIO
47,2025-05-16 00:00:00,27.3,16.2,LA RIOJA AERO
48,2025-05-16 00:00:00,26.1,17.4,LABOULAYE AERO
49,2025-05-16 00:00:00,21,18,LAS FLORES
50,2025-05-16 00:00:00,31,20.4,LAS LOMITAS
51,2025-05-16 00:00:00,20,5,MALARGUE AERO
52,2025-05-16 00:00:00,15.6,5,MAQUINCHAO
53,2025-05-16 00:00:00,21.4,16.9,MAR DEL PLATA AERO
54,2025-05-16 00:00:00,25.5,19.1,MARCOS JUAREZ AERO
55,2025-05-16 00:00:00,17.5,NaN,MORENO AERO
56,2025-05-16 00:00:00,25.5,12,MENDOZA AERO
57,2025-05-16 00:00:00,12,NaN,OBSERVATORIO
58,2025-05-16 00:00:00,27.8,17.2,MERCEDES AERO (CTES)
59,2025-05-16 00:00:00,18,NaN,AERO
60,2025-05-16 00:00:00,24.4,18,METAN
61,2025-05-16 00:00:00,26.4,16.9,MONTE CASEROS AERO
62,2025-05-16 00:00:00,24,18.2,MORON AERO
63,2025-05-16 00:00:00,22.7,3.5,NEUQUEN AERO
64,2025-05-16 00:00:00,20.7,18.8,NUEVE DE JULIO
65,2025-05-16 00:00:00,29,15,OBERA
66,2025-05-16 00:00:00,20.4,17.6,OLAVARRIA AERO
67,2025-05-16 00:00:00,25.8,19,ORAN AERO
68,2025-05-16 00:00:00,26,20.6,PARANA AERO
69,2025-05-16 00:00:00,15.2,6.3,PASO DE INDIOS
70,2025-05-16 00:00:00,26.3,16.4,PASO DE LOS LIBRES AERO
71,2025-05-16 00:00:00,21.6,18.6,PEHUAJO AERO
72,2025-05-16 00:00:00,7.1,0.3,PERITO MORENO AERO
73,2025-05-16 00:00:00,20.4,10.3,PIGUE AERO
74,2025-05-16 00:00:00,26.7,20.5,PILAR OBSERVATORIO
75,2025-05-16 00:00:00,27.8,17.1,POSADAS AERO
76,2025-05-16 00:00:00,29.6,19.4,PRESIDENCIA ROQUE SAENZ PEÑA AERO
77,2025-05-16 00:00:00,11.1,2,PUERTO DESEADO AERO
78,2025-05-16 00:00:00,19.5,9.6,PUERTO MADRYN AERO
79,2025-05-16 00:00:00,21.2,18,PUNTA INDIO B.A.
80,2025-05-16 00:00:00,27,21,RAFAELA AERO
81,2025-05-16 00:00:00,27.5,19.9,RECONQUISTA AERO
82,2025-05-16 00:00:00,29.9,18.1,RESISTENCIA AERO
83,2025-05-16 00:00:00,25.7,16.7,RIO CUARTO AERO
84,2025-05-16 00:00:00,7.4,-1.2,RIO GALLEGOS AERO
85,2025-05-16 00:00:00,6.6,-2.8,RIO GRANDE B.A.
86,2025-05-16 00:00:00,32,21.8,RIVADAVIA
87,2025-05-16 00:00:00,24.6,21.2,ROSARIO AERO
88,2025-05-16 00:00:00,23.5,15,SALTA AERO
89,2025-05-16 00:00:00,22.9,3.6,SAN ANTONIO OESTE AERO
90,2025-05-16 00:00:00,22.2,18.4,SAN FERNANDO AERO
91,2025-05-16 00:00:00,26.4,8.3,SAN JUAN AERO
92,2025-05-16 00:00:00,10,1.9,SAN JULIAN AERO
93,2025-05-16 00:00:00,24.6,17.4,SAN LUIS AERO
94,2025-05-16 00:00:00,25.9,11,SAN MARTIN (MZA)
95,2025-05-16 00:00:00,26.6,9.3,SAN RAFAEL AERO
96,2025-05-16 00:00:00,9,0.5,SANTA CRUZ AERO
97,2025-05-16 00:00:00,18.4,10.8,SANTA ROSA AERO
98,2025-05-16 00:00:00,25.8,16.2,SANTA ROSA DE CONLARA AERO
99,2025-05-16 00:00:00,30.6,22.4,SANTIAGO DEL ESTERO AERO
100,2025-05-16 00:00:00,27,21.1,SAUCE VIEJO AERO
101,2025-05-16 00:00:00,27.5,21.3,SUNCHALES AERO
102,2025-05-16 00:00:00,21.4,15.2,TANDIL AERO
103,2025-05-16 00:00:00,28.8,18.2,TARTAGAL AERO
104,2025-05-16 00:00:00,27,19.5,TERMAS DE RIO HONDO AERO
105,2025-05-16 00:00:00,24.5,11.5,TINOGASTA
106,2025-05-16 00:00:00,21,9.4,TRELEW AERO
107,2025-05-16 00:00:00,20.9,17.6,TRENQUE LAUQUEN
108,2025-05-16 00:00:00,23.8,17.1,TRES ARROYOS
109,2025-05-16 00:00:00,27.4,17.8,TUCUMAN AERO
110,2025-05-16 00:00:00,5.9,0.6,USHUAIA AERO
111,2025-05-16 00:00:00,22.3,-2.6,USPALLATA
112,2025-05-16 00:00:00,25.5,19,VENADO TUERTO AERO
113,2025-05-16 00:00:00,21.2,9.4,VICTORICA
114,2025-05-16 00:00:00,21.8,3.6,VIEDMA AERO
115,2025-05-16 00:00:00,27.5,20,VILLA DE MARIA DEL RIO SECO
116,2025-05-16 00:00:00,26.7,19,VILLA DOLORES AERO
117,2025-05-16 00:00:00,20.4,17.2,VILLA GESELL AERO
118,2025-05-16 00:00:00,24.5,15.3,VILLA REYNOLDS AERO
119,2025-05-15 00:00:00,22.7,17.7,AEROPARQUE AERO
120,2025-05-15 00:00:00,18.6,12.3,AZUL AERO
121,2025-05-15 00:00:00,23.7,9.4,BAHIA BLANCA AERO
122,2025-05-15 00:00:00,12.1,7,BARILOCHE AERO
123,2025-05-15 00:00:00,-15.5,-19.5,BASE BELGRANO II
124,2025-05-15 00:00:00,-2.8,-7.1,BASE CARLINI (EX JUBANY)
125,2025-05-15 00:00:00,-11.5,-13.7,BASE ESPERANZA
126,2025-05-15 00:00:00,-16.9,-18.6,BASE MARAMBIO
127,2025-05-15 00:00:00,2.6,-1,BASE ORCADAS
128,2025-05-15 00:00:00,-0.8,-6,BASE SAN MARTIN
129,2025-05-15 00:00:00,20.5,11.8,BENITO JUAREZ
130,2025-05-15 00:00:00,22.7,15,BERNARDO DE IRIGOYEN AERO
131,2025-05-15 00:00:00,19.1,15.5,BOLIVAR AERO
132,2025-05-15 00:00:00,23.6,19.8,BUENOS AIRES OBSERVATORIO
133,2025-05-15 00:00:00,23.8,15.8,CAMPO DE MAYO AERO
134,2025-05-15 00:00:00,27.2,14.4,CATAMARCA AERO
135,2025-05-15 00:00:00,30.8,21,CERES AERO
136,2025-05-15 00:00:00,13,NaN,AERO
137,2025-05-15 00:00:00,14.5,5.8,CHAPELCO AERO
138,2025-05-15 00:00:00,24.2,9.3,CHEPES
139,2025-05-15 00:00:00,23,12.2,CHILECITO AERO
140,2025-05-15 00:00:00,17,7.2,COMODORO RIVADAVIA AERO
141,2025-05-15 00:00:00,28,20,CONCORDIA AERO
142,2025-05-15 00:00:00,28.4,18.1,CORDOBA AERO
143,2025-05-15 00:00:00,28.7,18.7,CORDOBA OBSERVATORIO
144,2025-05-15 00:00:00,19.5,12.4,CORONEL SUAREZ AERO
145,2025-05-15 00:00:00,28.6,19.6,CORRIENTES AERO
146,2025-05-15 00:00:00,20.7,15.1,DOLORES AERO
147,2025-05-15 00:00:00,17,11.5,EL BOLSON AERO
148,2025-05-15 00:00:00,10.4,-0.5,EL CALAFATE AERO
149,2025-05-15 00:00:00,24,16.4,EL PALOMAR AERO
150,2025-05-15 00:00:00,18.3,NaN,DE AVIACION MILITAR AERO
151,2025-05-15 00:00:00,15.2,7.5,ESQUEL AERO
152,2025-05-15 00:00:00,24.6,17.8,EZEIZA AERO
153,2025-05-15 00:00:00,30.5,18.1,FORMOSA AERO
154,2025-05-15 00:00:00,22,16,GENERAL PICO AERO
155,2025-05-15 00:00:00,11,4.5,GOBERNADOR GREGORES AERO
156,2025-05-15 00:00:00,29.1,18.6,GUALEGUAYCHU AERO
157,2025-05-15 00:00:00,28,17.5,IGUAZU AERO
158,2025-05-15 00:00:00,29,18,ITUZAINGO
159,2025-05-15 00:00:00,20,4,JACHAL
160,2025-05-15 00:00:00,25.3,17.5,JUJUY AERO
161,2025-05-15 00:00:00,25.5,14.5,JUJUY U N
162,2025-05-15 00:00:00,21.1,17.5,JUNIN AERO
163,2025-05-15 00:00:00,23.7,14.4,LA PLATA AERO
164,2025-05-15 00:00:00,22,-0.1,LA QUIACA OBSERVATORIO
165,2025-05-15 00:00:00,26.3,12.2,LA RIOJA AERO
166,2025-05-15 00:00:00,26.4,18.3,LABOULAYE AERO
167,2025-05-15 00:00:00,21.5,16,LAS FLORES
168,2025-05-15 00:00:00,31,21.8,LAS LOMITAS
169,2025-05-15 00:00:00,22.3,6.6,MALARGUE AERO
170,2025-05-15 00:00:00,12.7,-1,MAQUINCHAO
171,2025-05-15 00:00:00,23.6,8.2,MAR DEL PLATA AERO
172,2025-05-15 00:00:00,26.3,20,MARCOS JUAREZ AERO
173,2025-05-15 00:00:00,17,NaN,MORENO AERO
174,2025-05-15 00:00:00,25.2,9.8,MENDOZA AERO
175,2025-05-15 00:00:00,10.4,NaN,OBSERVATORIO
176,2025-05-15 00:00:00,28.3,18.6,MERCEDES AERO (CTES)
177,2025-05-15 00:00:00,16.8,NaN,AERO
178,2025-05-15 00:00:00,27.1,17.8,METAN
179,2025-05-15 00:00:00,27.6,17.8,MONTE CASEROS AERO
180,2025-05-15 00:00:00,24,17.4,MORON AERO
181,2025-05-15 00:00:00,21,7,NEUQUEN AERO
182,2025-05-15 00:00:00,20.9,17.4,NUEVE DE JULIO
183,2025-05-15 00:00:00,29,18,OBERA
184,2025-05-15 00:00:00,18.8,14.5,OLAVARRIA AERO
185,2025-05-15 00:00:00,29.6,20.7,ORAN AERO
186,2025-05-15 00:00:00,27.3,20,PARANA AERO
187,2025-05-15 00:00:00,17.4,9.7,PASO DE INDIOS
188,2025-05-15 00:00:00,28.7,18.7,PASO DE LOS LIBRES AERO
189,2025-05-15 00:00:00,21.2,16.6,PEHUAJO AERO
190,2025-05-15 00:00:00,10.3,6,PERITO MORENO AERO
191,2025-05-15 00:00:00,18.4,12.8,PIGUE AERO
192,2025-05-15 00:00:00,28.2,18.4,PILAR OBSERVATORIO
193,2025-05-15 00:00:00,28.5,19.8,POSADAS AERO
194,2025-05-15 00:00:00,30.1,20.5,PRESIDENCIA ROQUE SAENZ PEÑA AERO
195,2025-05-15 00:00:00,11.8,NaN,DESEADO AERO
196,2025-05-15 00:00:00,21.4,7.7,PUERTO MADRYN AERO
197,2025-05-15 00:00:00,24,16,PUNTA INDIO B.A.
198,2025-05-15 00:00:00,28.3,20.1,RAFAELA AERO
199,2025-05-15 00:00:00,28.6,20.6,RECONQUISTA AERO
200,2025-05-15 00:00:00,29.7,19.5,RESISTENCIA AERO
201,2025-05-15 00:00:00,26,17.4,RIO CUARTO AERO
202,2025-05-15 00:00:00,10.6,3.7,RIO GALLEGOS AERO
203,2025-05-15 00:00:00,8.8,3.8,RIO GRANDE B.A.
204,2025-05-15 00:00:00,31.5,21.3,RIVADAVIA
205,2025-05-15 00:00:00,26.4,20.2,ROSARIO AERO
206,2025-05-15 00:00:00,24,14.3,SALTA AERO
207,2025-05-15 00:00:00,22.4,4.3,SAN ANTONIO OESTE AERO
208,2025-05-15 00:00:00,24.1,18.8,SAN FERNANDO AERO
209,2025-05-15 00:00:00,24.4,10,SAN JUAN AERO
210,2025-05-15 00:00:00,13,5.7,SAN JULIAN AERO
211,2025-05-15 00:00:00,25,15.9,SAN LUIS AERO
212,2025-05-15 00:00:00,25.3,10.7,SAN MARTIN (MZA)
213,2025-05-15 00:00:00,25.8,10.4,SAN RAFAEL AERO
214,2025-05-15 00:00:00,12.5,6,SANTA CRUZ AERO
215,2025-05-15 00:00:00,22.3,13.5,SANTA ROSA AERO
216,2025-05-15 00:00:00,24.2,15.5,SANTA ROSA DE CONLARA AERO
217,2025-05-15 00:00:00,31.8,19,SANTIAGO DEL ESTERO AERO
218,2025-05-15 00:00:00,28.3,20.8,SAUCE VIEJO AERO
219,2025-05-15 00:00:00,29.5,21.1,SUNCHALES AERO
220,2025-05-15 00:00:00,18.5,10,TANDIL AERO
221,2025-05-15 00:00:00,29.9,15.6,TARTAGAL AERO
222,2025-05-15 00:00:00,24.2,16.5,TERMAS DE RIO HONDO AERO
223,2025-05-15 00:00:00,24.2,9.5,TINOGASTA
224,2025-05-15 00:00:00,17.4,8.6,TRELEW AERO
225,2025-05-15 00:00:00,22.2,16.1,TRENQUE LAUQUEN
226,2025-05-15 00:00:00,22.8,10.8,TRES ARROYOS
227,2025-05-15 00:00:00,25.4,15.8,TUCUMAN AERO
228,2025-05-15 00:00:00,7,3.5,USHUAIA AERO
229,2025-05-15 00:00:00,22.5,1.6,USPALLATA
230,2025-05-15 00:00:00,22.8,18,VENADO TUERTO AERO
231,2025-05-15 00:00:00,24.4,11.2,VICTORICA
232,2025-05-15 00:00:00,22,8.7,VIEDMA AERO
233,2025-05-15 00:00:00,26.6,18.6,VILLA DE MARIA DEL RIO SECO
234,2025-05-15 00:00:00,25,14.8,VILLA DOLORES AERO
235,2025-05-15 00:00:00,21.6,12,VILLA GESELL AERO
236,2025-05-15 00:00:00,26.4,13.6,VILLA REYNOLDS AERO
237,2025-05-14 00:00:00,22.9,16.8,AEROPARQUE AERO
238,2025-05-14 00:00:00,23.2,7.4,AZUL AERO
239,2025-05-14 00:00:00,22.8,10.4,BAHIA BLANCA AERO
240,2025-05-14 00:00:00,12.4,6.1,BARILOCHE AERO
241,2025-05-14 00:00:00,-13.2,-17.2,BASE BELGRANO II
242,2025-05-14 00:00:00,4.7,-2.8,BASE CARLINI (EX JUBANY)
243,2025-05-14 00:00:00,0.1,-13,BASE ESPERANZA
244,2025-05-14 00:00:00,-16.3,-19.2,BASE MARAMBIO
245,2025-05-14 00:00:00,3.2,0,BASE ORCADAS
246,2025-05-14 00:00:00,0.5,-2.2,BASE SAN MARTIN
247,2025-05-14 00:00:00,21.2,12.2,BENITO JUAREZ
248,2025-05-14 00:00:00,24.5,15,BERNARDO DE IRIGOYEN AERO
249,2025-05-14 00:00:00,24.1,11,BOLIVAR AERO
250,2025-05-14 00:00:00,26.9,17.1,BUENOS AIRES OBSERVATORIO
251,2025-05-14 00:00:00,25.9,11.6,CAMPO DE MAYO AERO
252,2025-05-14 00:00:00,25.4,12.8,CATAMARCA AERO
253,2025-05-14 00:00:00,30,15.2,CERES AERO
254,2025-05-14 00:00:00,14.5,NaN,AERO
255,2025-05-14 00:00:00,14,6.5,CHAPELCO AERO
256,2025-05-14 00:00:00,23,13.3,CHEPES
257,2025-05-14 00:00:00,23.9,11.5,CHILECITO AERO
258,2025-05-14 00:00:00,16.4,9.2,COMODORO RIVADAVIA AERO
259,2025-05-14 00:00:00,27.2,15,CONCORDIA AERO
260,2025-05-14 00:00:00,23.4,15.5,CORDOBA AERO
261,2025-05-14 00:00:00,23.5,17.3,CORDOBA OBSERVATORIO
262,2025-05-14 00:00:00,23.8,6,CORONEL SUAREZ AERO
263,2025-05-14 00:00:00,29.9,19.4,CORRIENTES AERO
264,2025-05-14 00:00:00,22,11.8,DOLORES AERO
265,2025-05-14 00:00:00,17.5,8.5,EL BOLSON AERO
266,2025-05-14 00:00:00,10.4,1.4,EL CALAFATE AERO
267,2025-05-14 00:00:00,25.5,14.2,EL PALOMAR AERO
268,2025-05-14 00:00:00,15,NaN,DE AVIACION MILITAR AERO
269,2025-05-14 00:00:00,14,6.7,ESQUEL AERO
270,2025-05-14 00:00:00,26,12,EZEIZA AERO
271,2025-05-14 00:00:00,31.4,19.5,FORMOSA AERO
272,2025-05-14 00:00:00,25.6,8,GENERAL PICO AERO
273,2025-05-14 00:00:00,11,1.4,GOBERNADOR GREGORES AERO
274,2025-05-14 00:00:00,26,12.5,GUALEGUAYCHU AERO
275,2025-05-14 00:00:00,27.8,17.6,IGUAZU AERO
276,2025-05-14 00:00:00,29,17.5,ITUZAINGO
277,2025-05-14 00:00:00,18.5,5.5,JACHAL
278,2025-05-14 00:00:00,24,16.9,JUJUY AERO
279,2025-05-14 00:00:00,23.5,14.9,JUJUY U N
280,2025-05-14 00:00:00,24.3,13.5,JUNIN AERO
281,2025-05-14 00:00:00,24.1,11.3,LA PLATA AERO
282,2025-05-14 00:00:00,22.5,-0.1,LA QUIACA OBSERVATORIO
283,2025-05-14 00:00:00,26.2,14.5,LA RIOJA AERO
284,2025-05-14 00:00:00,23.5,10.5,LABOULAYE AERO
285,2025-05-14 00:00:00,21.5,14.5,LAS FLORES
286,2025-05-14 00:00:00,31.4,18.8,LAS LOMITAS
287,2025-05-14 00:00:00,20,5.6,MALARGUE AERO
288,2025-05-14 00:00:00,14.6,4.8,MAQUINCHAO
289,2025-05-14 00:00:00,23.2,12,MAR DEL PLATA AERO
290,2025-05-14 00:00:00,26.8,13.7,MARCOS JUAREZ AERO
291,2025-05-14 00:00:00,13,NaN,MORENO AERO
292,2025-05-14 00:00:00,23.6,11.6,MENDOZA AERO
293,2025-05-14 00:00:00,12.2,NaN,OBSERVATORIO
294,2025-05-14 00:00:00,29,18.5,MERCEDES AERO (CTES)
295,2025-05-14 00:00:00,13.1,NaN,AERO
296,2025-05-14 00:00:00,23.8,13.1,METAN
297,2025-05-14 00:00:00,27.3,16.3,MONTE CASEROS AERO
298,2025-05-14 00:00:00,26,14.5,MORON AERO
299,2025-05-14 00:00:00,21.7,4.6,NEUQUEN AERO
300,2025-05-14 00:00:00,21.1,13.8,NUEVE DE JULIO
301,2025-05-14 00:00:00,28,18,OBERA
302,2025-05-14 00:00:00,23.1,10.6,OLAVARRIA AERO
303,2025-05-14 00:00:00,25.5,21,ORAN AERO
304,2025-05-14 00:00:00,26.6,15.3,PARANA AERO
305,2025-05-14 00:00:00,16.6,8.1,PASO DE INDIOS
306,2025-05-14 00:00:00,27.8,16.7,PASO DE LOS LIBRES AERO
307,2025-05-14 00:00:00,24.9,12.7,PEHUAJO AERO
308,2025-05-14 00:00:00,11.1,4.1,PERITO MORENO AERO
309,2025-05-14 00:00:00,23,8.3,PIGUE AERO
310,2025-05-14 00:00:00,23.2,15.2,PILAR OBSERVATORIO
311,2025-05-14 00:00:00,29.5,19.3,POSADAS AERO
312,2025-05-14 00:00:00,31,18.7,PRESIDENCIA ROQUE SAENZ PEÑA AERO
313,2025-05-14 00:00:00,13.5,6,PUERTO DESEADO AERO
314,2025-05-14 00:00:00,18.5,8,PUERTO MADRYN AERO
315,2025-05-14 00:00:00,25.5,14,PUNTA INDIO B.A.
316,2025-05-14 00:00:00,27.7,NaN,AERO
317,2025-05-14 00:00:00,29.7,18.8,RECONQUISTA AERO
318,2025-05-14 00:00:00,30.9,18.4,RESISTENCIA AERO
319,2025-05-14 00:00:00,21.6,14,RIO CUARTO AERO
320,2025-05-14 00:00:00,10.6,2.2,RIO GALLEGOS AERO
321,2025-05-14 00:00:00,7.9,2.5,RIO GRANDE B.A.
322,2025-05-14 00:00:00,31,19.8,RIVADAVIA
323,2025-05-14 00:00:00,25.6,15.2,ROSARIO AERO
324,2025-05-14 00:00:00,22,13,SALTA AERO
325,2025-05-14 00:00:00,21.6,7.8,SAN ANTONIO OESTE AERO
326,2025-05-14 00:00:00,25.6,13.6,SAN FERNANDO AERO
327,2025-05-14 00:00:00,23,12,SAN JUAN AERO
328,2025-05-14 00:00:00,12,2.9,SAN JULIAN AERO
329,2025-05-14 00:00:00,24.6,13.1,SAN LUIS AERO
330,2025-05-14 00:00:00,24,11.1,SAN MARTIN (MZA)
331,2025-05-14 00:00:00,23.3,9.9,SAN RAFAEL AERO
332,2025-05-14 00:00:00,11.2,3,SANTA CRUZ AERO
333,2025-05-14 00:00:00,22.9,7.8,SANTA ROSA AERO
334,2025-05-14 00:00:00,24.1,12.7,SANTA ROSA DE CONLARA AERO
335,2025-05-14 00:00:00,25.7,14.9,SANTIAGO DEL ESTERO AERO
336,2025-05-14 00:00:00,28.3,16.1,SAUCE VIEJO AERO
337,2025-05-14 00:00:00,28,14.6,SUNCHALES AERO
338,2025-05-14 00:00:00,23,7.7,TANDIL AERO
339,2025-05-14 00:00:00,27.5,14,TARTAGAL AERO
340,2025-05-14 00:00:00,24,15.5,TERMAS DE RIO HONDO AERO
341,2025-05-14 00:00:00,23.5,8,TINOGASTA
342,2025-05-14 00:00:00,19.4,4.2,TRELEW AERO
343,2025-05-14 00:00:00,25.2,12,TRENQUE LAUQUEN
344,2025-05-14 00:00:00,23.3,11.1,TRES ARROYOS
345,2025-05-14 00:00:00,25.2,13.9,TUCUMAN AERO
346,2025-05-14 00:00:00,8.5,3.8,USHUAIA AERO
347,2025-05-14 00:00:00,20,1.1,USPALLATA
348,2025-05-14 00:00:00,24,12,VENADO TUERTO AERO
349,2025-05-14 00:00:00,23.9,7.3,VICTORICA
350,2025-05-14 00:00:00,20.9,12,VIEDMA AERO
351,2025-05-14 00:00:00,23,11.6,VILLA DE MARIA DEL RIO SECO
352,2025-05-14 00:00:00,26,14.6,VILLA DOLORES AERO
353,2025-05-14 00:00:00,21.8,11.6,VILLA GESELL AERO
354,2025-05-14 00:00:00,23.9,7.2,VILLA REYNOLDS AERO
355,2025-05-13 00:00:00,20.5,15.3,AEROPARQUE AERO
356,2025-05-13 00:00:00,19.9,3.1,AZUL AERO
357,2025-05-13 00:00:00,23.1,14,BAHIA BLANCA AERO
358,2025-05-13 00:00:00,11.9,2.6,BARILOCHE AERO
359,2025-05-13 00:00:00,-12,-17.2,BASE BELGRANO II
360,2025-05-13 00:00:00,3.5,1.6,BASE CARLINI (EX JUBANY)
361,2025-05-13 00:00:00,2.5,-10.7,BASE ESPERANZA
362,2025-05-13 00:00:00,-12,-18.9,BASE MARAMBIO
363,2025-05-13 00:00:00,5.6,-0.7,BASE ORCADAS
364,2025-05-13 00:00:00,0.7,-10.4,BASE SAN MARTIN
365,2025-05-13 00:00:00,19.5,6.8,BENITO JUAREZ
366,2025-05-13 00:00:00,23.9,13,BERNARDO DE IRIGOYEN AERO
367,2025-05-13 00:00:00,21.6,7.7,BOLIVAR AERO
368,2025-05-13 00:00:00,22.3,14.4,BUENOS AIRES OBSERVATORIO
369,2025-05-13 00:00:00,22.9,7.1,CAMPO DE MAYO AERO
370,2025-05-13 00:00:00,29.6,10.4,CATAMARCA AERO
371,2025-05-13 00:00:00,27.8,8,CERES AERO
372,2025-05-13 00:00:00,10.5,NaN,AERO
373,2025-05-13 00:00:00,13.5,1,CHAPELCO AERO
374,2025-05-13 00:00:00,25.4,12.7,CHEPES
375,2025-05-13 00:00:00,24.9,9.3,CHILECITO AERO
376,2025-05-13 00:00:00,18.7,12.2,COMODORO RIVADAVIA AERO
377,2025-05-13 00:00:00,25.6,12,CONCORDIA AERO
378,2025-05-13 00:00:00,25.9,9.9,CORDOBA AERO
379,2025-05-13 00:00:00,27.2,12.2,CORDOBA OBSERVATORIO
380,2025-05-13 00:00:00,22,6.7,CORONEL SUAREZ AERO
381,2025-05-13 00:00:00,28.2,15.6,CORRIENTES AERO
382,2025-05-13 00:00:00,21.8,12.5,DOLORES AERO
383,2025-05-13 00:00:00,13,7.9,EL BOLSON AERO
384,2025-05-13 00:00:00,13.4,-1.6,EL CALAFATE AERO
385,2025-05-13 00:00:00,22.5,7,EL PALOMAR AERO
386,2025-05-13 00:00:00,10.5,NaN,DE AVIACION MILITAR AERO
387,2025-05-13 00:00:00,13.6,6.7,ESQUEL AERO
388,2025-05-13 00:00:00,23.3,11.6,EZEIZA AERO
389,2025-05-13 00:00:00,29.5,15.4,FORMOSA AERO
390,2025-05-13 00:00:00,24.4,10.9,GENERAL PICO AERO
391,2025-05-13 00:00:00,13,-0.5,GOBERNADOR GREGORES AERO
392,2025-05-13 00:00:00,25.2,10.7,GUALEGUAYCHU AERO
393,2025-05-13 00:00:00,27.2,14.9,IGUAZU AERO
394,2025-05-13 00:00:00,27.5,14,ITUZAINGO
395,2025-05-13 00:00:00,24.5,3,JACHAL
396,2025-05-13 00:00:00,24.4,16.2,JUJUY AERO
397,2025-05-13 00:00:00,23.9,12.8,JUJUY U N
398,2025-05-13 00:00:00,22.8,7,JUNIN AERO
399,2025-05-13 00:00:00,21.4,9.2,LA PLATA AERO
400,2025-05-13 00:00:00,22,0.1,LA QUIACA OBSERVATORIO
401,2025-05-13 00:00:00,26.9,10.2,LA RIOJA AERO
402,2025-05-13 00:00:00,24.2,9.4,LABOULAYE AERO
403,2025-05-13 00:00:00,22,9,LAS FLORES
404,2025-05-13 00:00:00,28.4,15.1,LAS LOMITAS
405,2025-05-13 00:00:00,22.6,4.3,MALARGUE AERO
406,2025-05-13 00:00:00,15.3,-3.4,MAQUINCHAO
407,2025-05-13 00:00:00,21.6,10.3,MAR DEL PLATA AERO
408,2025-05-13 00:00:00,25.3,9.4,MARCOS JUAREZ AERO
409,2025-05-13 00:00:00,8.5,NaN,MORENO AERO
410,2025-05-13 00:00:00,22.8,9.4,MENDOZA AERO
411,2025-05-13 00:00:00,9.1,NaN,OBSERVATORIO
